article,chunk_name,png_path,code,functions,function_labels
136-stacked-area-chart,thecode4-1,images/136-stacked-area-chart/thecode4-1.png,"# Library
library(viridis)
library(hrbrthemes)

# Plot
ggplot(data, aes(x=time, y=value, fill=group)) + 
    geom_area(alpha=0.6 , size=.5, colour=""white"") +
    scale_fill_viridis(discrete = T) +
    theme_ipsum() + 
    ggtitle(""The race between ..."")

","library,+,ggplot,aes,geom_area,scale_fill_viridis,theme_ipsum,ggtitle",geom_area
137-spring-shapes-data-art,thecode-1,images/137-spring-shapes-data-art/thecode-1.png,"set.seed(345)
library(ggplot2)
library(RColorBrewer)
ngroup=30
names=paste(""G_"",seq(1,ngroup),sep="""")
DAT=data.frame()

for(i in seq(1:30)){
    data=data.frame( matrix(0, ngroup , 3))
    data[,1]=i
    data[,2]=sample(names, nrow(data))
    data[,3]=prop.table(sample( c(rep(0,100),c(1:ngroup)) ,nrow(data)))
    DAT=rbind(DAT,data)
    }
colnames(DAT)=c(""Year"",""Group"",""Value"")
DAT=DAT[order( DAT$Year, DAT$Group) , ]


coul = brewer.pal(12, ""Paired"") 
coul = colorRampPalette(coul)(ngroup)
coul=coul[sample(c(1:length(coul)) , size=length(coul) ) ]

ggplot(DAT, aes(x=Year, y=Value, fill=Group )) + 
    geom_area(alpha=1  )+
    theme_bw() +
    #scale_fill_brewer(colour=""red"", breaks=rev(levels(DAT$Group)))+
    scale_fill_manual(values = coul)+
     theme(
        text = element_blank(),
        line = element_blank(),
        title = element_blank(),
        legend.position=""none"",
        panel.border = element_blank(),
        panel.background = element_blank())","set.seed,library,=,paste,seq,data.frame,for,:,{,matrix,[,sample,nrow,prop.table,c,rep,rbind,colnames,order,$,brewer.pal,colorRampPalette,length,+,ggplot,aes,geom_area,theme_bw,scale_fill_manual,theme,element_blank",geom_area
142-basic-radar-chart,thecode-1,images/142-basic-radar-chart/thecode-1.png,"# Library
library(fmsb)
 
# Create data: note in High school for Jonathan:
data <- as.data.frame(matrix( sample( 2:20 , 10 , replace=T) , ncol=10))
colnames(data) <- c(""math"" , ""english"" , ""biology"" , ""music"" , ""R-coding"", ""data-viz"" , ""french"" , ""physic"", ""statistic"", ""sport"" )
 
# To use the fmsb package, I have to add 2 lines to the dataframe: the max and min of each topic to show on the plot!
data <- rbind(rep(20,10) , rep(0,10) , data)
 
# Check your data, it has to look like this!
# head(data)

# The default radar chart 
radarchart(data)","library,<-,as.data.frame,matrix,sample,:,colnames,c,rbind,rep,radarchart",radarchart
142-basic-radar-chart,thecode2-1,images/142-basic-radar-chart/thecode2-1.png,"# Library
library(fmsb)
 
# Create data: note in High school for Jonathan:
data <- as.data.frame(matrix( sample( 2:20 , 10 , replace=T) , ncol=10))
colnames(data) <- c(""math"" , ""english"" , ""biology"" , ""music"" , ""R-coding"", ""data-viz"" , ""french"" , ""physic"", ""statistic"", ""sport"" )
 
# To use the fmsb package, I have to add 2 lines to the dataframe: the max and min of each topic to show on the plot!
data <- rbind(rep(20,10) , rep(0,10) , data)
 
# Check your data, it has to look like this!
# head(data)

# Custom the radarChart !
radarchart( data  , axistype=1 , 
 
    #custom polygon
    pcol=rgb(0.2,0.5,0.5,0.9) , pfcol=rgb(0.2,0.5,0.5,0.5) , plwd=4 , 
 
    #custom the grid
    cglcol=""grey"", cglty=1, axislabcol=""grey"", caxislabels=seq(0,20,5), cglwd=0.8,
 
    #custom labels
    vlcex=0.8 
    )","library,<-,as.data.frame,matrix,sample,:,colnames,c,rbind,rep,radarchart,rgb,seq",radarchart
143-spider-chart-with-saveral-individuals,thecode-1,images/143-spider-chart-with-saveral-individuals/thecode-1.png,"# Library
library(fmsb)
 
# Create data: note in High school for several students
set.seed(99)
data <- as.data.frame(matrix( sample( 0:20 , 15 , replace=F) , ncol=5))
colnames(data) <- c(""math"" , ""english"" , ""biology"" , ""music"" , ""R-coding"" )
rownames(data) <- paste(""mister"" , letters[1:3] , sep=""-"")
 
# To use the fmsb package, I have to add 2 lines to the dataframe: the max and min of each variable to show on the plot!
data <- rbind(rep(20,5) , rep(0,5) , data)
 
# plot with default options:
radarchart(data)","library,set.seed,<-,as.data.frame,matrix,sample,:,colnames,c,rownames,paste,[,rbind,rep,radarchart",radarchart
143-spider-chart-with-saveral-individuals,thecode2-1,images/143-spider-chart-with-saveral-individuals/thecode2-1.png,"# Library
library(fmsb)
 
# Create data: note in High school for several students
set.seed(99)
data <- as.data.frame(matrix( sample( 0:20 , 15 , replace=F) , ncol=5))
colnames(data) <- c(""math"" , ""english"" , ""biology"" , ""music"" , ""R-coding"" )
rownames(data) <- paste(""mister"" , letters[1:3] , sep=""-"")
 
# To use the fmsb package, I have to add 2 lines to the dataframe: the max and min of each variable to show on the plot!
data <- rbind(rep(20,5) , rep(0,5) , data)

# Color vector
colors_border=c( rgb(0.2,0.5,0.5,0.9), rgb(0.8,0.2,0.5,0.9) , rgb(0.7,0.5,0.1,0.9) )
colors_in=c( rgb(0.2,0.5,0.5,0.4), rgb(0.8,0.2,0.5,0.4) , rgb(0.7,0.5,0.1,0.4) )

# plot with default options:
radarchart( data  , axistype=1 , 
    #custom polygon
    pcol=colors_border , pfcol=colors_in , plwd=4 , plty=1,
    #custom the grid
    cglcol=""grey"", cglty=1, axislabcol=""grey"", caxislabels=seq(0,20,5), cglwd=0.8,
    #custom labels
    vlcex=0.8 
    )

# Add a legend
legend(x=0.7, y=1, legend = rownames(data[-c(1,2),]), bty = ""n"", pch=20 , col=colors_in , text.col = ""grey"", cex=1.2, pt.cex=3)","library,set.seed,<-,as.data.frame,matrix,sample,:,colnames,c,rownames,paste,[,rbind,rep,=,rgb,radarchart,seq,legend,-",radarchart
143-spider-chart-with-saveral-individuals,thecode3-1,images/143-spider-chart-with-saveral-individuals/thecode3-1.png,"# Library
library(fmsb)
 
# Create data: note in High school for several students
set.seed(99)
data <- as.data.frame(matrix( sample( 0:20 , 15 , replace=F) , ncol=5))
colnames(data) <- c(""math"" , ""english"" , ""biology"" , ""music"" , ""R-coding"" )
rownames(data) <- paste(""mister"" , letters[1:3] , sep=""-"")
 
# To use the fmsb package, I have to add 2 lines to the dataframe: the max and min of each variable to show on the plot!
data <- rbind(rep(20,5) , rep(0,5) , data)
 
# Set graphic colors
library(RColorBrewer)
coul <- brewer.pal(3, ""BuPu"")
colors_border <- coul
library(scales)
colors_in <- alpha(coul,0.3)

# If you remove the 2 first lines, the function compute the max and min of each variable with the available data:
radarchart( data[-c(1,2),]  , axistype=0 , maxmin=F,
    #custom polygon
    pcol=colors_border , pfcol=colors_in , plwd=4 , plty=1,
    #custom the grid
    cglcol=""grey"", cglty=1, axislabcol=""black"", cglwd=0.8, 
    #custom labels
    vlcex=0.8 
    )

# Add a legend
legend(x=0.7, y=1, legend = rownames(data[-c(1,2),]), bty = ""n"", pch=20 , col=colors_in , text.col = ""grey"", cex=1.2, pt.cex=3)","library,set.seed,<-,as.data.frame,matrix,sample,:,colnames,c,rownames,paste,[,rbind,rep,brewer.pal,alpha,radarchart,-,legend",radarchart
144-droid-bb-8-data-art,thecode-1,images/144-droid-bb-8-data-art/thecode-1.png,"# Packages ----------------------------------------------------------------

library(""dplyr"")
library(""ggplot2"")
library(""sp"")
library(""rgeos"")


# Funs --------------------------------------------------------------------

coord_circle <- function(centre = c(0, 0), r = 1, n = 1000) {
  data_frame(
    x = seq(from = 0 - r, to = 0 + r, length.out = n %/% 2),
    y = sqrt(r^2 - x^2)
  ) %>% bind_rows(., -.) %>%
    mutate(x = x + centre[1], y = y + centre[2])
}


create_poly <- function(...) {
  args <- list(...)
  SpatialPolygons(
    lapply(
      X = seq_along(args),
      FUN = function(x) {
        Polygons(list(Polygon(as.data.frame(args[[x]]))), names(args)[x])
      }
    )
  )
}


echancrure <- function(to_var, by_var, p = 0.1) {
  ind <- which(by_var >= -0.08 & by_var <= 0.08 & to_var > 0)
  to_var[ind] <- to_var[ind] - p
  ind <- which(by_var >= -0.08 & by_var <= 0.08 & to_var < 0)
  to_var[ind] <- to_var[ind] + p
  return(to_var)
}



# BB-8 geometries ---------------------------------------------------------


# droid_body -------------------------------------------------------------------

# shape of the droid_body : two circles and a vertical line
droid_body <- coord_circle(centre = c(0, 0), r = 1)
droid_body$xvert <- 0
droid_body$yvert <- droid_body$x
droid_body <- bind_cols(
  droid_body,
  coord_circle(centre = c(0, 0), r = 0.35, n = nrow(droid_body)) %>% select(xint = x, yint = y)
)

# grey shapes in the central inner circle
droid_body_rect <- data_frame(
  x = c(-0.5, 0.5, 0.5, -0.5, c(-0.5, 0.5, 0.5, -0.5) - 0.2, c(-0.5, 0.5, 0.5, -0.5) + 0.2),
  y = c(-0.6, 0.4, 0.6, -0.4, c(-0.6, 0.4, 0.6, -0.4) + 0.2, c(-0.6, 0.4, 0.6, -0.4) - 0.2),
  group = rep(1:3, each = 4)
)
# a polygon for calculate the intersection between the grey shapes and the inner circle
polyrect <- create_poly(
  ""polyrect1"" = droid_body_rect[droid_body_rect$group == 1, 1:2],
  ""polyrect2"" = droid_body_rect[droid_body_rect$group == 2, 1:2],
  ""polyrect3"" = droid_body_rect[droid_body_rect$group == 3, 1:2]
)

polycircle <- create_poly(
  ""polycircle"" = droid_body[, c(""xint"", ""yint"")]
)
# plot(polyrect); plot(polycircle, add = TRUE)
polyrect <- gIntersection(spgeom1 = polyrect, spgeom2 = polycircle)
# plot(polyrect); plot(polycircle, add = TRUE)

# fortify the polygon for ggplot
droid_body_rect <- fortify(polyrect)


# Central ring (orange)
ring <- coord_circle(centre = c(0, 0), r = 0.4)
ring$y <- echancrure(to_var = ring$y, by_var = ring$x, p = 0.1)
ring$x <- echancrure(to_var = ring$x, by_var = ring$y, p = 0.1)
ring <- bind_rows(
  ring %>% mutate(group = (x >= 0) * 1),
  coord_circle(centre = c(0, 0), r = 0.55, n = nrow(ring)) %>% mutate(y = -y, group = (x >= 0) * 1)
) %>%
  filter(group == 1) # oups something went wrong
ring <- bind_rows(ring, ring %>% mutate(x = -x, group = 2))




# ring left and right
# we make a copy of the right part of the central ring
ring_left <- ring %>% filter(group == 1)
# and we shift the ring center
ring_left$x <- ring_left$x - 1.3

# the same ...
ring_right <- ring %>% filter(group == 2)
ring_right$x <- ring_right$x + 1.3

# we creta a polygon for the intersection with the droid_body circle
polyring <- create_poly(
  ""polyring_g"" = ring_left[, c(""x"", ""y"")],
  ""polyring_d"" = ring_right[, c(""x"", ""y"")]
)

polydroid_body <- create_poly(""polydroid_body"" = droid_body[, c(""x"", ""y"")])

# plot(polyring); plot(polydroid_body, add = TRUE)

polyring <- gIntersection(spgeom1 = polyring, spgeom2 = polydroid_body)
fort_ring <- fortify(polyring)


# the horizontal line of the body (in two parts)
ligne_hori <- data_frame(
  x = c(-1, range(ring$x), 1),
  y = 0,
  group = c(1, 1, 2, 2)
)


# droid head --------------------------------------------------------------------

droid_head <- coord_circle(centre = c(0, 1.02), r = 0.52) %>%
  filter(y >= 1.02) %>%
  mutate(group = 1, fill = ""white"", col= ""black"") %>%
  bind_rows(
    data_frame(
      x = c(-0.52, -0.4, 0.4, 0.52),
      y = c(1.02, 0.95, 0.95, 1.02),
      group = 2, fill = ""white"", col= ""black""
    )
  )



# Grey bars in droid's head
poly_head_grey <- create_poly(
  ""poly_head_grey_haut"" = data_frame(
    x = c(-0.52, 0.52, 0.52, -0.52),
    y = c(1.44, 1.44, 1.51, 1.51)
  ),
  ""poly_head_grey_bas"" = data_frame(
    x = c(-0.52, 0.52, 0.52, -0.52),
    y = c(1.02, 1.02, 1.07, 1.07)
  )
)

polydroid_head <- create_poly(""polydroid_head"" = droid_head[droid_head$group == 1, c(""x"", ""y"")])

poly_head_grey <- gIntersection(spgeom1 = poly_head_grey, spgeom2 = polydroid_head)
fort_droid_headrectgris <- fortify(poly_head_grey)



# orange bars
poly_head_orange <- create_poly(
  ""poly_head_orange1"" = data_frame(
    x = c(-0.52, 0.52, 0.52, -0.52),
    y = c(1.38, 1.38, 1.42, 1.42)
  ),
  ""poly_head_orange2"" = data_frame(
    x = c(-0.35, -0.35, -0.2, -0.2),
    y = c(1.07, 1.15, 1.15, 1.07)
  ),
  ""poly_head_orange3"" = data_frame(
    x = c(-0.55, -0.55, -0.45, -0.45),
    y = c(1.07, 1.15, 1.15, 1.07)
  ),
  ""poly_head_orange4"" = data_frame(
    x = c(0.44, 0.44, 0.47, 0.47),
    y = c(1.07, 1.15, 1.15, 1.07)
  )
)

poly_head_orange <- gIntersection(spgeom1 = poly_head_orange, spgeom2 = polydroid_head)
fort_droid_headrectorange <- fortify(poly_head_orange)


polygones_droid_head <- bind_rows(
  fort_droid_headrectgris %>% select(-piece) %>%
    mutate(group = as.numeric(as.character(group)), fill = ""#8E8E9C"", col= ""black""),
  fort_droid_headrectorange %>% select(-piece) %>% 
    mutate(group = as.numeric(as.character(group)) * 2, fill = ""#DF8D5D"", col= ""black"")
)


# Eyes
droid_eyes <- bind_rows(
  coord_circle(centre = c(0, 1.35), r = 0.14) %>% mutate(group = 1, fill = ""white"", col = ""white""),
  coord_circle(centre = c(0, 1.35), r = 0.12) %>% mutate(group = 2, fill = ""white"", col = ""black""),
  coord_circle(centre = c(0, 1.35), r = 0.10) %>% mutate(group = 3, fill = ""grey40"", col = ""grey40""),
  coord_circle(centre = c(0, 1.35), r = 0.08) %>% mutate(group = 4, fill = ""black"", col = ""black""),
  coord_circle(centre = c(0, 1.16), r = 0.04) %>% mutate(group = 5, fill = ""#76B1DE"", col = ""black""),
  coord_circle(centre = c(0.25, 1.20), r = 0.08) %>% mutate(group = 6, fill = ""black"", col = ""black""),
  coord_circle(centre = c(0.25, 1.20), r = 0.07) %>% mutate(group = 7, fill = ""white"", col = ""black""),
  coord_circle(centre = c(0.25, 1.20), r = 0.06) %>% mutate(group = 8, fill = ""grey40"", col = ""grey40""),
  coord_circle(centre = c(0.25, 1.20), r = 0.04) %>% mutate(group = 9, fill = ""black"", col = ""black"")
)

eye_line <- data_frame(
  x = 0,
  y = c(1.07, 1.16-0.04)
)

# Antennas
antennas <- data_frame(
  x = c(0.01, 0.01, 0.10, 0.10),
  y = c(sqrt(0.52^2 - 0.01^2) + 1.02, sqrt(0.52^2 - 0.01^2) + 1.02 + 0.15,
        sqrt(0.52^2 - 0.1^2) + 1.02, sqrt(0.52^2 - 0.1^2) + 1.02 + 0.25),
  group = c(1, 1, 2, 2)
)


# bb-8/ggplot2 ------------------------------------------------------------

bb8 <- ggplot(data = droid_body) +
  coord_fixed() +
  geom_polygon(mapping = aes(x = x, y = y), fill = ""white"", col = ""black"") +
  geom_polygon(data = droid_body_rect, mapping = aes(x = long, y = lat, group = group), fill = ""#8E8E9C"") +
  geom_path(mapping = aes(x = xvert, y = yvert)) +
  geom_path(mapping = aes(x = xint, y = yint)) +
  geom_polygon(data = ring, mapping = aes(x = x, y = y, group = group), fill = ""#DF8D5D"", col = ""#DF8D5D"") +
  geom_path(data = ligne_hori, mapping = aes(x = x, y = y, group = group)) +
  geom_polygon(data = fort_ring , mapping = aes(x = long, y = lat, group = group), fill = ""#DF8D5D"") +
  geom_polygon(data = droid_head, mapping = aes(x = x, y = y, group = group, fill = fill, col = col)) +
  geom_polygon(data = polygones_droid_head, mapping = aes(x = long, y = lat, group = group, fill = fill, col = col)) +
  geom_polygon(data = droid_eyes, mapping = aes(x = x, y = y, group = group, fill = fill, col = col)) +
  scale_fill_identity() + scale_color_identity() +
  geom_line(data = eye_line, mapping = aes(x = x, y = y)) +
  geom_line(data = antennas, mapping = aes(x = x, y = y, group = group), col = ""black"")


bb8
# or
#bb8 + theme_void()



# save --------------------------------------------------------------------

#ggsave(filename = ""#144_bb8_ggplot2.png"", plot = bb8, width = 6, height = 8)
#ggsave(filename = ""#144_bb8_ggplot2_void.png"", plot = bb8 + theme_void(), width = 6, height = 8)","library,<-,function,c,{,%>%,data_frame,seq,-,+,%/%,sqrt,^,bind_rows,mutate,[,list,SpatialPolygons,lapply,seq_along,Polygons,Polygon,as.data.frame,[[,names,which,&,>=,<=,>,<,return,coord_circle,$,bind_cols,nrow,select,rep,:,create_poly,==,gIntersection,fortify,echancrure,*,(,filter,range,as.numeric,as.character,ggplot,coord_fixed,geom_polygon,aes,geom_path,scale_fill_identity,scale_color_identity,geom_line","coord_circle,geom_polygon,geom_path,geom_line"
145-two-different-y-axis-on-the-same-plot,thecode-1,images/145-two-different-y-axis-on-the-same-plot/thecode-1.png,"#library
library(latticeExtra)
 
# create data
set.seed(1)
x <- 1:100
var1 <- cumsum(rnorm(100))
var2 <- var1^2
data <- data.frame(x,var1,var2)
 
 
# usual line chart
xyplot(var1 + var2 ~ x, data, type = ""l"", col=c(""steelblue"", ""#69b3a2"") , lwd=2)
 ","library,set.seed,<-,:,cumsum,rnorm,^,data.frame,xyplot,~,+,c",xyplot
145-two-different-y-axis-on-the-same-plot,thecode2-1,images/145-two-different-y-axis-on-the-same-plot/thecode2-1.png,"#library
library(latticeExtra)
 
# create data
set.seed(1)
x <- 1:100
var1 <- cumsum(rnorm(100))
var2 <- var1^2
data <- data.frame(x,var1,var2)
 
 
# --> construct separate plots for each series
obj1 <- xyplot(var1 ~ x, data, type = ""l"" , lwd=2, col=""steelblue"")
obj2 <- xyplot(var2 ~ x, data, type = ""l"", lwd=2, col=""#69b3a2"")
 
# --> Make the plot with second y axis:
doubleYScale(obj1, obj2, add.ylab2 = TRUE, use.style=FALSE )
","library,set.seed,<-,:,cumsum,rnorm,^,data.frame,xyplot,~,doubleYScale",xyplot
145-two-different-y-axis-on-the-same-plot,thecode3-1,images/145-two-different-y-axis-on-the-same-plot/thecode3-1.png,"#library
library(latticeExtra)
 
# create data
set.seed(1)
x <- 1:100
var1 <- cumsum(rnorm(100))
var2 <- var1^2
data <- data.frame(x,var1,var2)
 
 
# --> construct separate plots for each series
obj1 <- xyplot(var1 ~ x, data, type = ""l"" , lwd=2)
obj2 <- xyplot(var2 ~ x, data, type = ""l"", lwd=2)
 
# --> Make the plot with second y axis AND legend:
doubleYScale(obj1, obj2, text = c(""obj1"", ""obj2"") , add.ylab2 = TRUE)","library,set.seed,<-,:,cumsum,rnorm,^,data.frame,xyplot,~,doubleYScale,c",xyplot
15-wordcloud,thecode-1,images/15-wordcloud/thecode-1.png,"#Charge the wordcloud library
library(wordcloud)
 
#Create a list of words (Random words concerning my work)
a <- c(""Cereal"",""WSSMV"",""SBCMV"",""Experimentation"",""Talk"",""Conference"",""Writing"", 
   ""Publication"",""Analysis"",""Bioinformatics"",""Science"",""Statistics"",""Data"", 
   ""Programming"",""Wheat"",""Virus"",""Genotyping"",""Work"",""Fun"",""Surfing"",""R"", ""R"",
   ""Data-Viz"",""Python"",""Linux"",""Programming"",""Graph Gallery"",""Biologie"", ""Resistance"",
   ""Computing"",""Data-Science"",""Reproductible"",""GitHub"",""Script"")
 
#I give a frequency to each word of this list 
b <- sample(seq(0,1,0.01) , length(a) , replace=TRUE) 
 
#The package will automatically make the wordcloud ! (I add a black background)
par(bg=""black"") 
wordcloud(a , b , col=terrain.colors(length(a) , alpha=0.9) , rot.per=0.3 )","library,<-,c,sample,seq,length,par,wordcloud,terrain.colors",
